,name,dist
602,f_3_39.csv,28.862170052591818
81,f_1_20.csv,29.79011868878325
76,f_1_16.csv,30.887353503776318
123,f_3_2.csv,31.39719314278707
86,f_1_4.csv,35.36016601258247
70,f_1_10.csv,35.830658166836784
134,f_3_4.csv,36.895923504091755
79,f_1_19.csv,37.513617727312976
90,f_1_8.csv,38.36245751940694
78,f_1_18.csv,39.863405032675395
83,f_1_22.csv,41.16906888491342
145,f_4_2.csv,41.634753286872744
104,f_2_20.csv,41.89985146673426
91,f_1_9.csv,42.18206563538817
75,f_1_15.csv,43.1594573832629
89,f_1_7.csv,44.15754942809754
2,f_t_11.csv,44.60765064480908
116,f_3_13.csv,45.40683531903469
136,f_3_6.csv,45.49859739813143
87,f_1_5.csv,46.40818044813951
163,f_5_19.csv,47.457394438785236
121,f_3_18.csv,47.94032196863448
178,f_5_32.csv,47.97745933231938
135,f_3_5.csv,48.29997659481328
3,f_t_12.csv,48.758230714462144
73,f_1_13.csv,48.828116401688824
601,f_3_38.csv,49.71878192339757
12,f_t_20.csv,50.37642363621734
593,f_3_30.csv,52.376349839497294
72,f_1_12.csv,52.63044234312012
77,f_1_17.csv,52.72172652847167
69,f_1_1.csv,53.52947836262835
151,f_4_8.csv,54.011489356131776
608,f_3_45.csv,54.585139117809646
71,f_1_11.csv,54.662684405006395
74,f_1_14.csv,55.69487722453186
124,f_3_20.csv,56.36909767647543
88,f_1_6.csv,56.372906756431384
172,f_5_27.csv,56.70596059406962
114,f_3_11.csv,56.8945531896263
9,f_t_18.csv,57.27641313162659
148,f_4_5.csv,57.2849811044935
595,f_3_32.csv,57.93985531700352
592,f_3_29.csv,58.36633049476786
82,f_1_21.csv,58.39472833521847
171,f_5_26.csv,58.41110798404875
80,f_1_2.csv,58.78915764366313
607,f_3_44.csv,59.59784112252446
85,f_1_3.csv,60.06594549406666
84,f_1_23.csv,60.3344149099556
604,f_3_41.csv,60.73275237466127
119,f_3_16.csv,61.11276283298046
610,f_3_47.csv,61.162723327287665
147,f_4_4.csv,61.71078914273544
179,f_5_33.csv,61.81223572354128
181,f_5_35.csv,62.36507211829476
605,f_3_42.csv,62.37955851613304
125,f_3_21.csv,63.11112227650192
122,f_3_19.csv,63.55453239601801
14,f_t_3.csv,63.71999217355932
185,f_5_7.csv,64.70821639145318
176,f_5_30.csv,64.78293273677016
141,f_4_10.csv,65.43306325901692
150,f_4_7.csv,65.46657771003207
101,f_2_18.csv,65.59442893782312
113,f_3_10.csv,65.86081261059482
130,f_3_26.csv,67.62253413120278
596,f_3_33.csv,68.46672849819821
132,f_3_28.csv,68.7691557316246
138,f_3_8.csv,69.36893188741325
118,f_3_15.csv,69.56549159060246
128,f_3_24.csv,70.01722879954598
149,f_4_6.csv,70.09581667385773
167,f_5_22.csv,70.13582876982984
144,f_4_13.csv,70.930122145423
115,f_3_12.csv,72.00376131397496
126,f_3_22.csv,72.05197578092765
13,f_t_21.csv,72.16976601157458
594,f_3_31.csv,72.6188783027642
16,f_t_5.csv,73.16259380346801
0,f_t_1.csv,73.39610463795026
598,f_3_35.csv,74.01506987476364
103,f_2_2.csv,76.15202378501759
8,f_t_17.csv,76.30153205107452
129,f_3_25.csv,77.7883304449544
600,f_3_37.csv,78.0894654501526
609,f_3_46.csv,78.32499789742954
161,f_5_17.csv,79.68340703205057
611,f_3_48.csv,80.75417362191531
120,f_3_17.csv,81.90418420171962
597,f_3_34.csv,82.67121631815483
108,f_2_6.csv,83.80760291873177
131,f_3_27.csv,85.1833338746599
180,f_5_34.csv,85.85992293843779
112,f_3_1.csv,86.71416541491853
158,f_5_14.csv,88.87748275475663
1,f_t_10.csv,88.97693899073256
603,f_3_40.csv,89.6805401676924
20,f_t_9.csv,90.46712099768273
5,f_t_14.csv,90.67765140673646
133,f_3_3.csv,90.9662982721481
140,f_4_1.csv,91.59555224958024
325,m_3_2.csv,91.97331342282018
117,f_3_14.csv,92.94037848223779
156,f_5_12.csv,93.6327936249813
182,f_5_4.csv,96.1298281352065
165,f_5_20.csv,97.33497346704758
100,f_2_17.csv,97.36229418073644
606,f_3_43.csv,97.91217039883881
168,f_5_23.csv,99.00460383949614
154,f_5_10.csv,101.10771735552913
4,f_t_13.csv,102.76257360647476
177,f_5_31.csv,103.9057984106201
127,f_3_23.csv,104.61263955101252
106,f_2_4.csv,104.82908993671785
159,f_5_15.csv,105.03395847462703
139,f_3_9.csv,105.40427293974278
137,f_3_7.csv,106.97679095006617
102,f_2_19.csv,106.98891602721827
95,f_2_12.csv,107.14494797529669
66,m_t_5.csv,108.51276065711468
97,f_2_14.csv,110.06583155365075
567,d_3_16.csv,110.3066667816721
6,f_t_15.csv,110.73137674210366
599,f_3_36.csv,110.95200895429096
142,f_4_11.csv,111.47856048898541
110,f_2_8.csv,113.91097918439525
94,f_2_11.csv,113.91495635718137
93,f_2_10.csv,114.4629458295891
292,m_1_20.csv,114.83671814546274
152,f_4_9.csv,115.29427352088072
99,f_2_16.csv,115.70310672232155
558,d_2_46.csv,116.56314792800761
170,f_5_25.csv,117.78274400808733
304,m_2_11.csv,117.89383432106034
146,f_4_3.csv,118.24609305203181
300,m_1_8.csv,118.82845556865537
390,m_7_2.csv,119.68866243869076
289,m_1_18.csv,120.37855788697779
10,f_t_19.csv,122.75602844511579
318,m_3_13.csv,123.61561847507909
160,f_5_16.csv,124.51323612042899
15,f_t_4.csv,125.54764760772407
295,m_1_3.csv,125.55125145190352
166,f_5_21.csv,125.80723736441999
92,f_2_1.csv,127.82958797893886
187,f_5_9.csv,128.92385052165207
67,m_t_6.csv,129.01633045122807
259,d_6_12.csv,129.46408579466117
213,d_22_9.csv,129.82641096666998
105,f_2_3.csv,129.85510321269717
576,d_6_20.csv,130.0145639613254
406,m_8_9.csv,131.0946178043166
7,f_t_16.csv,131.22486905579777
618,m_6_35.csv,131.84380333263059
361,m_6_1.csv,132.37696998108214
284,m_1_13.csv,134.17828257535407
561,d_3_10.csv,134.35396278018064
319,m_3_14.csv,134.56725596973874
18,f_t_7.csv,134.74899987128703
280,m_1_1.csv,135.02819947915253
96,f_2_13.csv,135.17174158822448
580,d_6_24.csv,136.06809855077984
398,m_8_10.csv,136.132248400018
392,m_7_4.csv,136.63374175599665
303,m_2_10.csv,137.3693789038175
223,d_2_18.csv,137.6186618138991
329,m_3_4.csv,138.4853711701567
389,m_7_1.csv,138.87168670421033
393,m_7_5.csv,139.65221170208878
553,d_2_41.csv,139.68895790096738
222,d_2_17.csv,140.62173987364648
98,f_2_15.csv,141.70441494079398
557,d_2_45.csv,142.53717635389546
634,m_6_51.csv,142.92902571601147
208,d_22_4.csv,143.25091535023577
457,n_3_1.csv,143.79753373049525
537,d_2_25.csv,144.29383226866247
228,d_2_22.csv,145.04908611652633
566,d_3_15.csv,145.51115938353198
633,m_6_50.csv,146.22929142426455
512,n_4_8.csv,146.39883717270573
332,m_3_7.csv,146.6437721182396
326,m_3_20.csv,147.18223569620469
305,m_2_12.csv,147.24628477249536
162,f_5_18.csv,148.46442654954245
382,m_6_3.csv,148.76568554449162
328,m_3_3.csv,149.2258434126945
11,f_t_2.csv,149.78416912336507
155,f_5_11.csv,149.9312673002192
266,d_6_8.csv,152.08148862220864
267,d_6_9.csv,152.13521927726856
281,m_1_10.csv,152.2350797441956
17,f_t_6.csv,152.73943759645874
109,f_2_7.csv,153.56631588480218
288,m_1_17.csv,153.5731387153387
143,f_4_12.csv,153.896744848983
334,m_3_9.csv,153.93936658420657
225,d_2_2.csv,154.13480655495667
620,m_6_37.csv,154.82311750309617
212,d_22_8.csv,154.92854252875156
204,d_22_10.csv,156.04020198389188
285,m_1_14.csv,156.75638069332197
391,m_7_3.csv,157.25085730175564
65,m_t_4.csv,157.45495532840178
335,m_4_1.csv,157.50284163504207
245,d_3_8.csv,157.7066858135268
238,d_3_1.csv,158.3397146342646
203,d_22_1.csv,158.65091757292652
375,m_6_22.csv,159.05461716428354
290,m_1_19.csv,159.10608589684367
173,f_5_28.csv,159.19981912687447
244,d_3_7.csv,159.38689802016287
404,m_8_7.csv,159.50133510098092
253,d_5_1.csv,159.55389627973892
353,m_5_2.csv,159.854571449085
337,m_4_3.csv,160.75395502423098
174,f_5_29.csv,160.90226444496503
312,m_2_8.csv,161.3649429251627
257,d_6_10.csv,161.887162090304
250,d_4_5.csv,162.04877732802996
315,m_3_10.csv,162.8453396896675
579,d_6_23.csv,163.5177627914362
195,d_21_2.csv,163.84472553836437
293,m_1_21.csv,164.4960194234234
249,d_4_4.csv,164.7407165791028
291,m_1_2.csv,164.82773498482732
377,m_6_24.csv,165.09860567642593
550,d_2_38.csv,165.10788262679324
383,m_6_4.csv,165.66115893907866
346,m_5_13.csv,165.7685263179995
342,m_5_1.csv,166.01051469116356
630,m_6_47.csv,166.23791000937422
313,m_2_9.csv,166.49937672739054
327,m_3_21.csv,166.75500006791967
330,m_3_5.csv,166.85763786008104
577,d_6_21.csv,167.06416708990935
333,m_3_8.csv,167.18716916364875
219,d_2_14.csv,167.33489400332732
402,m_8_5.csv,167.4052158247238
367,m_6_15.csv,167.40977503413515
111,f_2_9.csv,167.50375643393392
157,f_5_13.csv,167.52282959256038
485,n_4_12.csv,167.55353346159868
568,d_3_9.csv,167.57113102335146
189,d_1_3.csv,167.78832222696013
575,d_6_19.csv,167.80256468090448
511,n_4_6.csv,167.82721469195477
262,d_6_4.csv,167.95865874293727
317,m_3_12.csv,168.2303173509704
229,d_2_23.csv,168.3480862681987
386,m_6_7.csv,168.60660050153356
438,n_1_6.csv,168.69318826134503
286,m_1_15.csv,168.96827458120987
324,m_3_19.csv,169.24884130054485
376,m_6_23.csv,169.31768467528008
570,d_6_14.csv,169.3729886760108
636,m_6_53.csv,169.68873416491164
336,m_4_2.csv,169.73385560267116
554,d_2_42.csv,170.05727390091164
247,d_4_2.csv,170.4636115260446
338,m_4_4.csv,170.8075017027444
555,d_2_43.csv,170.8334860912802
468,n_3_2.csv,171.2445555224661
240,d_3_3.csv,171.74477964153053
243,d_3_6.csv,171.95550240776373
55,d_t2_3.csv,172.11974411212682
544,d_2_32.csv,172.3233461792763
227,d_2_21.csv,172.361162593974
563,d_3_12.csv,172.4620340943046
307,m_2_3.csv,172.46206566268143
299,m_1_7.csv,172.84266732622535
206,d_22_2.csv,172.99445269464348
209,d_22_5.csv,173.4094428695377
254,d_5_2.csv,173.53618922181002
19,f_t_8.csv,173.8224577706373
321,m_3_16.csv,174.3060889035581
184,f_5_6.csv,174.5802180121077
622,m_6_39.csv,174.6228987125964
60,d_t2_8.csv,174.8875727906031
220,d_2_15.csv,175.07246307292806
63,m_t_2.csv,175.16383370919516
296,m_1_4.csv,175.47190103656104
638,d_1_4.csv,175.7638854955445
264,d_6_6.csv,175.98741028311218
556,d_2_44.csv,176.41456185132952
614,m_6_31.csv,176.50137413501275
56,d_t2_4.csv,176.58008586670834
260,d_6_2.csv,176.58769634435333
202,d_21_9.csv,176.90380075132904
340,m_4_6.csv,177.24947088943924
331,m_3_6.csv,177.4737232953
409,n_1_11.csv,177.54098663546156
538,d_2_26.csv,177.8146274550836
571,d_6_15.csv,177.86738665964668
565,d_3_14.csv,177.93269658766545
258,d_6_11.csv,178.56566270745768
43,n_t_3.csv,178.73887839613292
282,m_1_11.csv,178.8721464322271
316,m_3_11.csv,179.66802809360576
476,n_3_4.csv,180.09675791935044
632,m_6_49.csv,180.34296374213983
559,d_2_47.csv,180.38125396433324
613,m_6_30.csv,180.436514759859
210,d_22_6.csv,180.54170949916823
169,f_5_24.csv,180.59891659582084
297,m_1_5.csv,180.77760550214109
237,d_2_9.csv,181.1452088703121
287,m_1_16.csv,181.43424600987115
574,d_6_18.csv,181.66499732774395
345,m_5_12.csv,181.78540556469667
397,m_8_1.csv,181.79108588632252
301,m_1_9.csv,181.82861547061472
481,n_3_9.csv,181.9290074430893
395,m_7_7.csv,182.00583159520383
370,m_6_18.csv,182.49349564494293
270,d_7_11.csv,182.64741010727667
396,m_7_8.csv,182.72230406037082
107,f_2_5.csv,182.90148259111714
552,d_2_40.csv,182.90390296608282
205,d_22_11.csv,182.90708506817165
480,n_3_8.csv,183.3076148395641
246,d_4_1.csv,183.44403904674056
311,m_2_7.csv,183.54827199011638
496,n_4_22.csv,183.63032431841285
211,d_22_7.csv,183.8145663042326
339,m_4_5.csv,183.90313138552034
348,m_5_15.csv,184.01441908504816
410,n_1_12.csv,184.58848064881136
232,d_2_4.csv,184.98871524581182
378,m_6_25.csv,185.48528218595425
388,m_6_9.csv,185.88737256791734
551,d_2_39.csv,186.04133747885797
188,d_1_1.csv,186.0708281189117
540,d_2_28.csv,186.16446132140527
578,d_6_22.csv,186.43052202556902
569,d_6_13.csv,186.4812735793704
362,m_6_10.csv,186.52972321592983
434,n_1_34.csv,186.68032619685727
572,d_6_16.csv,186.9816366449916
47,n_t_5.csv,187.109732687676
190,d_21_1.csv,187.48690873215787
214,d_2_1.csv,187.4934411528092
68,m_t_7.csv,187.6983475716265
201,d_21_8.csv,187.99573386068346
560,d_2_48.csv,188.00187827038945
226,d_2_20.csv,188.01728194724154
248,d_4_3.csv,188.11894716100858
261,d_6_3.csv,188.31131328407224
302,m_2_1.csv,189.29432661625768
635,m_6_52.csv,189.6618126852459
320,m_3_15.csv,190.18616300402826
42,n_t_29.csv,190.27214874848138
420,n_1_21.csv,190.40550188033984
628,m_6_45.csv,190.64840531130997
379,m_6_26.csv,191.08501558539663
230,d_2_24.csv,191.25862884179196
625,m_6_42.csv,191.57615584579875
573,d_6_17.csv,191.81083926332565
231,d_2_3.csv,192.18345424254312
175,f_5_3.csv,192.31275769316497
31,n_t_19.csv,192.5116549815316
415,n_1_17.csv,192.57885634794
314,m_3_1.csv,192.684167322703
624,m_6_41.csv,192.8331474173584
224,d_2_19.csv,192.8951808423309
308,m_2_4.csv,193.28640443261025
239,d_3_2.csv,193.3369485900028
506,n_4_31.csv,193.86271820967048
186,f_5_8.csv,194.19529566920573
451,n_2_4.csv,194.1988087061652
619,m_6_36.csv,194.22296212758246
385,m_6_6.csv,194.30965148597906
183,f_5_5.csv,194.48539986949118
626,m_6_43.csv,194.50741722001626
52,d_t1_1.csv,194.62830620323837
221,d_2_16.csv,194.65551181702375
394,m_7_6.csv,195.13157034809953
373,m_6_20.csv,195.16998616072866
483,n_4_10.csv,195.42607601790334
341,m_4_7.csv,195.46295268663292
407,n_1_1.csv,195.54056653078007
399,m_8_2.csv,195.6268829645125
236,d_2_8.csv,195.95224758284792
478,n_3_6.csv,196.20375217691966
53,d_t2_1.csv,196.36522443493143
354,m_5_3.csv,196.3736109040185
403,m_8_6.csv,196.4292753496666
271,d_7_2.csv,196.50763599144278
234,d_2_6.csv,196.55598484322402
539,d_2_27.csv,196.61410732899697
294,m_1_22.csv,196.65053685685598
196,d_21_3.csv,196.70814093737437
503,n_4_29.csv,196.77998762304904
477,n_3_5.csv,197.21124981251754
207,d_22_3.csv,197.51302153972262
548,d_2_36.csv,197.64070573877083
350,m_5_17.csv,197.7641458616645
306,m_2_2.csv,197.81485376231748
54,d_t2_2.csv,198.13069288874306
368,m_6_16.csv,198.55262490445804
46,n_t_4.csv,198.79090268859255
401,m_8_4.csv,198.8110560547887
546,d_2_34.csv,199.59812638094704
416,n_1_18.csv,200.02896682392597
298,m_1_6.csv,200.63284483525
412,n_1_14.csv,200.89980791050016
372,m_6_2.csv,201.10872426890845
344,m_5_11.csv,201.5560599636462
48,n_t_6.csv,201.67045245618178
366,m_6_14.csv,201.69856098774872
591,d_7_22.csv,202.31142317457017
343,m_5_10.csv,202.41368413740332
360,m_5_9.csv,202.48796032380028
590,d_7_21.csv,202.55627388135997
233,d_2_5.csv,202.562569657598
197,d_21_4.csv,203.12886192204627
198,d_21_5.csv,203.36644611884694
283,m_1_12.csv,203.43074958366725
309,m_2_5.csv,204.13387947568512
400,m_8_3.csv,204.2781177494942
358,m_5_7.csv,204.34902666294192
38,n_t_25.csv,204.57345941193626
433,n_1_33.csv,204.66774306324646
57,d_t2_5.csv,205.1294105138939
498,n_4_24.csv,205.16752043653554
322,m_3_17.csv,205.3465149871295
359,m_5_8.csv,205.41257258535543
59,d_t2_7.csv,205.8468707670115
617,m_6_34.csv,206.470142007741
37,n_t_24.csv,206.7365135114173
241,d_3_4.csv,207.73817188763041
458,n_3_10.csv,207.9215040965732
387,m_6_8.csv,208.15026714485825
530,n_5_5.csv,208.95925616155515
516,n_5_11.csv,209.44579043170987
29,n_t_17.csv,210.1200195451158
381,m_6_28.csv,210.14250169418133
621,m_6_38.csv,210.2425302176611
371,m_6_19.csv,210.57906645160725
465,n_3_17.csv,211.29306439050458
384,m_6_5.csv,211.46347147468893
466,n_3_18.csv,211.69134696898539
417,n_1_19.csv,211.74516435132338
450,n_2_3.csv,211.77319692431493
199,d_21_6.csv,211.7767247542566
255,d_5_3.csv,212.04170411213832
639,d_1_5.csv,212.05823664144742
365,m_6_13.csv,212.4198246682326
535,n_4_7.csv,212.56466904635664
351,m_5_18.csv,213.07881800153328
459,n_3_11.csv,213.54389074958382
62,m_t_1.csv,213.72437545824678
475,n_3_3.csv,214.06767088426767
543,d_2_31.csv,214.4896238100684
612,m_6_29.csv,215.3623101684349
541,d_2_29.csv,215.70187263358852
486,n_4_13.csv,215.81284668699493
429,n_1_3.csv,216.50578512130974
427,n_1_28.csv,216.5258183691063
430,n_1_30.csv,216.80674475526254
637,m_6_54.csv,216.94778198846333
509,n_4_4.csv,217.080676726639
615,m_6_32.csv,217.13151935305387
616,m_6_33.csv,217.14912056934844
263,d_6_5.csv,217.31562561433697
256,d_6_1.csv,217.57940772558717
508,n_4_33.csv,217.8259675086628
494,n_4_20.csv,218.1591103314171
536,d_1_2.csv,218.2591609478764
421,n_1_22.csv,218.29662976805483
252,d_4_7.csv,218.75237164704103
470,n_3_21.csv,218.79882129124732
467,n_3_19.csv,218.91732083648108
215,d_2_10.csv,219.220921014145
242,d_3_5.csv,219.75249082612257
194,d_21_13.csv,219.8431366683744
323,m_3_18.csv,220.18780102897995
437,n_1_5.csv,221.08217907415948
64,m_t_3.csv,221.13267945589055
439,n_1_7.csv,221.76701952431307
405,m_8_8.csv,221.9972435753107
356,m_5_5.csv,222.04667549546818
497,n_4_23.csv,222.51829929405338
218,d_2_13.csv,222.8602166375341
462,n_3_14.csv,222.97613894541698
191,d_21_10.csv,223.32989580641586
164,f_5_2.csv,223.41389653361472
357,m_5_6.csv,223.4232265822407
265,d_6_7.csv,223.43839114610776
629,m_6_46.csv,223.50690876026343
521,n_5_16.csv,223.64870095061445
631,m_6_48.csv,223.6964169073959
41,n_t_28.csv,223.81201147736004
50,n_t_8.csv,224.29172045684518
30,n_t_18.csv,224.77973628389907
364,m_6_12.csv,224.84813531216892
374,m_6_21.csv,225.82544663371976
279,d_8_1.csv,226.13871609284402
51,n_t_9.csv,226.16640193645216
490,n_4_17.csv,226.2235920983777
471,n_3_22.csv,226.40603089726667
442,n_2_1.csv,226.4269517392637
32,n_t_2.csv,226.93389354469548
449,n_2_2.csv,227.05512540066061
347,m_5_14.csv,227.2377532815646
627,m_6_44.csv,227.7810978578752
582,d_7_13.csv,228.69361271404068
28,n_t_16.csv,228.78000110494398
460,n_3_12.csv,228.814360236749
453,n_2_6.csv,228.93566888245525
545,d_2_33.csv,229.1163488017081
425,n_1_26.csv,229.31717154951457
422,n_1_23.csv,229.520724555517
24,n_t_12.csv,229.6520067461197
463,n_3_15.csv,229.80470088680875
500,n_4_26.csv,230.281261343857
542,d_2_30.csv,230.64062961625444
355,m_5_4.csv,230.86570605839694
456,n_2_9.csv,231.24359534112656
408,n_1_10.csv,231.25757329516685
479,n_3_7.csv,231.33272816368907
440,n_1_8.csv,231.74520866115154
623,m_6_40.csv,231.92327965174877
369,m_6_17.csv,233.03955925069582
277,d_7_8.csv,233.06792297519004
532,n_5_7.csv,233.52223242876798
27,n_t_15.csv,233.98390657445253
23,n_t_11.csv,234.15719096098064
363,m_6_11.csv,234.20689893225222
35,n_t_22.csv,234.6092091275153
423,n_1_24.csv,235.123816981662
549,d_2_37.csv,235.16667704035115
482,n_4_1.csv,235.23889493643364
518,n_5_13.csv,235.53204684228342
414,n_1_16.csv,235.66803609782397
473,n_3_24.csv,235.75147450457365
235,d_2_7.csv,236.0079510553041
40,n_t_27.csv,236.36841075398286
426,n_1_27.csv,236.63363199024678
445,n_2_12.csv,236.6646395466313
505,n_4_30.csv,237.06829276352855
472,n_3_23.csv,237.11143272621376
272,d_7_3.csv,237.50784659321906
533,n_5_8.csv,237.6850376538549
61,d_t2_9.csv,237.73149426950897
493,n_4_2.csv,238.0912557918216
21,n_t_1.csv,238.56680530919027
441,n_1_9.csv,239.3811330879188
491,n_4_18.csv,239.5189346459066
435,n_1_35.csv,239.75944238056883
44,n_t_30.csv,241.0011473428927
447,n_2_14.csv,241.46840428456113
564,d_3_13.csv,241.94944320675847
513,n_4_9.csv,242.0871676161578
452,n_2_5.csv,242.6359021999355
22,n_t_10.csv,242.73531840274015
418,n_1_2.csv,243.79119648983342
200,d_21_7.csv,244.5732772645209
454,n_2_7.csv,244.84698764699726
436,n_1_4.csv,246.17036419927166
310,m_2_6.csv,246.73201497241786
352,m_5_19.csv,247.04350615592645
273,d_7_4.csv,247.1933215887083
562,d_3_11.csv,247.26342826267324
525,n_5_2.csv,248.26625638305268
432,n_1_32.csv,248.70781210088228
474,n_3_25.csv,249.57780012308012
499,n_4_25.csv,249.67138974908366
495,n_4_21.csv,250.05271180929924
411,n_1_13.csv,253.41333150252825
25,n_t_13.csv,253.4365674255309
216,d_2_11.csv,253.80706771728848
428,n_1_29.csv,253.92854811757326
413,n_1_15.csv,255.800275676344
464,n_3_16.csv,255.93769882674857
45,n_t_31.csv,256.0330493465935
531,n_5_6.csv,257.76884447556967
519,n_5_14.csv,258.1509690061493
34,n_t_21.csv,259.2111734945482
419,n_1_20.csv,259.3987648458423
529,n_5_4.csv,259.60048166566315
193,d_21_12.csv,260.35805481171917
217,d_2_12.csv,260.65526440437816
443,n_2_10.csv,260.8783559622253
489,n_4_16.csv,261.07695536517303
469,n_3_20.csv,263.7517595312536
510,n_4_5.csv,263.9280685250753
26,n_t_14.csv,264.544401594081
431,n_1_31.csv,265.1584768502613
251,d_4_6.csv,265.91598030438837
58,d_t2_6.csv,266.22208057967333
534,n_5_9.csv,266.4376042507985
528,n_5_3.csv,266.8812135785892
448,n_2_15.csv,267.66291802705024
153,f_5_1.csv,270.1039507907712
523,n_5_18.csv,270.40466620930846
583,d_7_14.csv,270.68239075188563
520,n_5_15.csv,272.90369983752413
522,n_5_17.csv,274.940582485901
39,n_t_26.csv,275.43893993320484
278,d_7_9.csv,275.56581587465337
349,m_5_16.csv,276.4156985411962
492,n_4_19.csv,276.52362362786647
192,d_21_11.csv,276.58813297767944
547,d_2_35.csv,276.9677099520703
49,n_t_7.csv,278.480068590137
461,n_3_13.csv,279.0161998535299
581,d_7_12.csv,279.83487446212087
455,n_2_8.csv,280.5973650171487
507,n_4_32.csv,281.98831724410087
526,n_5_20.csv,282.1409531894189
33,n_t_20.csv,282.4409228770854
446,n_2_13.csv,283.83302917131243
502,n_4_28.csv,285.30015462658935
444,n_2_11.csv,286.7465743801835
484,n_4_11.csv,288.5216390416041
487,n_4_14.csv,289.61436980648637
589,d_7_20.csv,295.7796331111076
380,m_6_27.csv,296.75669274268887
36,n_t_23.csv,299.3074269280479
515,n_5_10.csv,301.6964087068755
488,n_4_15.csv,305.10164432056774
524,n_5_19.csv,306.38842824229107
587,d_7_18.csv,307.7562529783856
504,n_4_3.csv,308.739008256682
514,n_5_1.csv,314.05971617974524
527,n_5_21.csv,323.50762898140215
424,n_1_25.csv,324.34398949883314
588,d_7_19.csv,324.3909794122609
269,d_7_10.csv,326.9865238249075
501,n_4_27.csv,330.347640345741
274,d_7_5.csv,345.20895986054063
517,n_5_12.csv,345.7325618757927
586,d_7_17.csv,353.55941396679634
268,d_7_1.csv,359.1276687690151
276,d_7_7.csv,387.9379331515397
584,d_7_15.csv,418.35578630789144
275,d_7_6.csv,429.3534445184225
585,d_7_16.csv,444.3296823494222
